# File Name: /Volumes/SHARED/Mallory/data/2023/12-23/IAV_burstsize_12-11-23/burstsize_ost_qs3_2023-12-13-112357_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272321126
# Instrument Serial Number: 272321126
# Heated Cover Serial Number:
# Block Serial Number: 33160298
# Run Start Date/Time: 2023-12-13 11:54:12 AM CST
# Run End Date/Time: 2023-12-13 01:49:43 PM CST
# Run Duration: 115 minutes 30 seconds
# Sample Volume: 25.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-12-14 11:36:34 AM CST
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2024-03-13 11:36:13 AM CDT
"Well","Well Position","Cycle Number","FAM","ROX"
"39","D3","24","119446.79","415884.12"
"39","D3","25","122161.55","415639.66"
"39","D3","26","126240.28","415464.25"
"39","D3","27","131969.84","415315.78"
"39","D3","28","140343.53","415299.94"
"39","D3","29","153114.28","414885.47"
"39","D3","30","171068.95","414635.78"
"39","D3","31","194723.45","414496.53"
"39","D3","32","226713.3","414170.2"
"39","D3","33","267712.6","413951.3"
"39","D3","34","318261.38","413745.47"
"39","D3","35","378279.4","413370.34"
"39","D3","36","446679.75","412925.4"
"39","D3","37","521532.4","412368.22"
"39","D3","38","600879.0","412255.3"
"39","D3","39","679849.56","412356.56"
"39","D3","40","756620.94","411988.62"
"39","D3","41","818725.25","411881.84"
"49","E1","1","69459.97","270093.5"
"49","E1","2","97898.055","394575.0"
"49","E1","3","97854.95","394194.84"
"49","E1","4","97843.266","393533.44"
"49","E1","5","97896.836","393073.2"
"49","E1","6","97975.836","392731.97"
"49","E1","7","98183.484","392409.16"
"49","E1","8","98340.67","392025.53"
"49","E1","9","98451.73","391660.56"
"49","E1","10","99005.875","391103.8"
"49","E1","11","99196.75","390673.5"
"49","E1","12","99262.55","390357.34"
"49","E1","13","99583.914","390026.28"
"49","E1","14","99905.22","389626.16"
"49","E1","15","100137.62","389148.97"
"49","E1","16","100434.4","388761.12"
"49","E1","17","100920.62","388433.28"
"49","E1","18","101805.3","388133.78"
"49","E1","19","103749.945","387819.9"
"49","E1","20","107032.45","387549.66"
"49","E1","21","113620.516","387184.16"
"49","E1","22","125961.56","386889.3"
"49","E1","23","147956.1","386725.25"
"49","E1","24","186790.27","386283.06"
"49","E1","25","250284.95","385561.44"
"49","E1","26","343068.56","385189.75"
"49","E1","27","460630.16","384954.5"
"49","E1","28","590022.44","384665.0"
"49","E1","29","715790.25","384184.88"
"49","E1","30","827977.25","383328.22"
"49","E1","31","922169.9","382867.53"
"49","E1","32","997707.56","382666.66"
"49","E1","33","1056021.1","382557.16"
"49","E1","34","1100520.5","382309.06"
"49","E1","35","1132934.0","381872.75"
"49","E1","36","1157653.6","381552.6"
"49","E1","37","1175979.5","381209.56"
"49","E1","38","1189024.8","381003.47"
"49","E1","39","1198552.0","380672.53"
"49","E1","40","1203840.9","380364.8"
"49","E1","41","1208805.0","380301.6"
"50","E2","1","71114.21","266730.2"
"50","E2","2","95079.4","416277.06"
"50","E2","3","95244.945","415962.22"
"50","E2","4","95565.67","415411.38"
"50","E2","5","95704.055","414842.62"
"50","E2","6","95626.82","414245.84"
"50","E2","7","95548.24","413746.12"
"50","E2","8","95650.39","413326.34"
"50","E2","9","95918.39","412951.56"
"50","E2","10","95926.84","412527.12"
"50","E2","11","96005.33","411905.47"
"50","E2","12","96071.266","411278.72"
"50","E2","13","96304.46","410870.53"
"50","E2","14","96191.72","410512.28"
"50","E2","15","96107.0","410022.66"
"50","E2","16","96257.836","409691.2"
"50","E2","17","96258.72","409541.25"
"50","E2","18","96326.875","409261.28"
"50","E2","19","96329.19","408916.25"
"50","E2","20","96578.164","408452.75"
"50","E2","21","96804.086","408085.06"
"50","E2","22","96753.39","407679.7"
"50","E2","23","96789.6","407387.03"
"50","E2","24","96840.984","407166.12"
"50","E2","25","96959.74","406816.03"
"50","E2","26","97058.23","406376.62"
"50","E2","27","97340.21","406110.72"
"50","E2","28","97469.61","405963.62"
"50","E2","29","97876.96","405805.44"
"50","E2","30","98644.1","405528.1"
"50","E2","31","98896.29","405044.53"
"50","E2","32","99469.48","404804.56"
"50","E2","33","100288.93","404729.75"
"50","E2","34","101320.984","404588.88"
"50","E2","35","102691.27","404162.16"
"50","E2","36","104769.63","403883.34"
"50","E2","37","107305.79","403519.5"
"50","E2","38","110955.836","403368.16"
"50","E2","39","116163.97","403224.97"
"50","E2","40","122924.28","402616.12"
"50","E2","41","130600.086","402461.28"
"51","E3","1","66778.445","257322.6"
"51","E3","2","96446.54","418992.38"
"51","E3","3","96755.01","419182.97"
"51","E3","4","96901.26","418864.88"
"51","E3","5","96877.766","418353.6"
"51","E3","6","96984.22","417770.4"
"51","E3","7","96723.625","416778.6"
"51","E3","8","96680.46","416425.53"
"51","E3","9","97043.414","416731.66"
"51","E3","10","97126.47","416283.06"
"51","E3","11","97115.8","415628.9"
"51","E3","12","97313.77","415073.56"
"51","E3","13","97591.484","414741.38"
"51","E3","14","97583.86","414598.72"
"51","E3","15","97674.78","414180.12"
"51","E3","16","97664.375","413811.3"
"51","E3","17","97664.234","413491.72"
"51","E3","18","97909.32","413210.84"
"51","E3","19","98194.07","412916.06"
"51","E3","20","98448.22","412471.38"
"51","E3","21","98962.23","412169.9"
"51","E3","22","99546.75","411988.75"
"51","E3","23","100885.766","411668.94"
"51","E3","24","102882.93","411439.75"
"51","E3","25","105817.62","411370.62"
"51","E3","26","109974.73","410977.88"
"51","E3","27","115993.89","410719.12"
"51","E3","28","124898.12","410624.88"
"51","E3","29","138006.19","410320.16"
"51","E3","30","156376.83","409855.1"
"51","E3","31","181732.05","409533.28"
"51","E3","32","215270.33","409119.94"
"51","E3","33","258730.7","408923.94"
"51","E3","34","312765.62","408853.2"
"51","E3","35","376972.94","408452.9"
"51","E3","36","449215.34","408144.1"
"51","E3","37","528500.94","407757.47"
"51","E3","38","611575.6","407462.44"
"51","E3","39","693905.3","406895.28"
"51","E3","40","771317.8","406795.78"
"51","E3","41","831826.5","406954.72"
"61","F1","1","71246.57","288808.38"
"61","F1","2","85965.83","417487.06"
"61","F1","3","86089.42","417082.16"
"61","F1","4","86665.19","416567.06"
"61","F1","5","86647.63","416338.44"
"61","F1","6","86607.16","415615.66"
"61","F1","7","86975.484","415065.9"
"61","F1","8","87469.48","414601.22"
"61","F1","9","87411.21","414010.3"
"61","F1","10","87132.945","413509.1"
"61","F1","11","87074.43","413067.1"
"61","F1","12","87510.305","412641.28"
"61","F1","13","88035.83","412145.72"
"61","F1","14","88267.85","411717.75"
"61","F1","15","88023.94","411354.16"
"61","F1","16","87975.37","410893.34"
"61","F1","17","88493.82","410144.03"
"61","F1","18","88616.73","409527.62"
"61","F1","19","88728.92","409115.47"
"61","F1","20","89035.64","408726.66"
"61","F1","21","89486.97","408306.25"
"61","F1","22","90588.86","407837.12"
"61","F1","23","92492.414","407265.3"
"61","F1","24","96215.32","406801.88"
"61","F1","25","102588.37","406332.62"
"61","F1","26","115027.87","406005.34"
"61","F1","27","138261.05","405735.9"
"61","F1","28","178919.1","405403.22"
"61","F1","29","244541.17","404876.9"
"61","F1","30","340063.47","404469.75"
"61","F1","31","461885.53","404157.72"
"61","F1","32","595988.0","403774.97"
"61","F1","33","725816.4","403248.03"
"61","F1","34","840556.6","402916.0"
"61","F1","35","937401.25","402402.8"
"61","F1","36","1014204.2","401814.88"
"61","F1","37","1072632.4","401390.97"
"61","F1","38","1119714.9","401146.66"
"61","F1","39","1154924.8","400715.5"
"61","F1","40","1177587.4","400618.56"
"61","F1","41","1194553.2","400651.5"
"62","F2","1","67463.24","258514.56"
"62","F2","2","92796.32","390069.0"
"62","F2","3","92929.9","389853.5"
"62","F2","4","92929.97","389190.16"
"62","F2","5","92677.37","388737.0"
"62","F2","6","92636.914","388534.16"
"62","F2","7","92736.77","388164.25"
"62","F2","8","92710.984","387739.25"
"62","F2","9","92703.055","386985.9"
"62","F2","10","92823.8","386403.5"
"62","F2","11","92917.695","385718.9"
"62","F2","12","92966.41","385265.5"
"62","F2","13","93237.125","384981.44"
"62","F2","14","93223.75","384707.03"
"62","F2","15","93204.15","384242.53"
"62","F2","16","93412.13","383470.16"
"62","F2","17","93393.4","383043.25"
"62","F2","18","93420.49","382772.3"
"62","F2","19","93633.52","382138.94"
"62","F2","20","93552.19","381466.34"
"62","F2","21","93441.29","381090.03"
"62","F2","22","93393.12","380790.8"
"62","F2","23","93431.83","380335.03"
"62","F2","24","93830.55","380003.06"
"62","F2","25","93912.65","379635.78"
"62","F2","26","93934.51","378993.4"
"62","F2","27","94180.625","378683.1"
"62","F2","28","94282.97","378558.6"
"62","F2","29","94128.33","378200.94"
"62","F2","30","94035.73","377739.22"
"62","F2","31","94212.945","377346.7"
"62","F2","32","94365.65","377059.94"
"62","F2","33","94363.32","376656.47"
"62","F2","34","94147.164","376419.06"
"62","F2","35","94078.914","376196.78"
"62","F2","36","94349.08","375996.5"
"62","F2","37","94326.37","375729.38"
"62","F2","38","94439.73","375127.62"
"62","F2","39","94858.37","374895.7"
"62","F2","40","94907.5","374696.4"
"62","F2","41","95148.41","374647.34"
"63","F3","1","67573.7","257106.88"
"63","F3","2","90659.81","412698.16"
"63","F3","3","90639.83","412223.28"
"63","F3","4","90558.23","411176.84"
"63","F3","5","90418.516","410404.8"
"63","F3","6","90330.86","409532.44"
"63","F3","7","90350.5","408995.78"
"63","F3","8","90477.91","408596.84"
"63","F3","9","90484.05","408023.0"
"63","F3","10","90408.87","407533.06"
"63","F3","11","90344.25","407002.03"
"63","F3","12","90367.24","406348.75"
"63","F3","13","90276.24","405840.53"
"63","F3","14","89904.74","405270.4"
"63","F3","15","89863.7","404793.4"
"63","F3","16","90096.69","404134.7"
"63","F3","17","90239.37","403316.3"
"63","F3","18","90277.125","402866.38"
"63","F3","19","90281.24","402509.0"
"63","F3","20","90492.44","402085.7"
"63","F3","21","90737.22","401754.72"
"63","F3","22","91431.26","401432.9"
"63","F3","23","92700.73","400875.5"
"63","F3","24","94476.63","400551.0"
"63","F3","25","97071.36","400382.53"
"63","F3","26","100936.91","400060.56"
"63","F3","27","107427.65","399718.16"
"63","F3","28","116903.33","399268.6"
"63","F3","29","130685.74","398973.62"
"63","F3","30","151047.67","398698.16"
"63","F3","31","179683.11","398352.38"
"63","F3","32","218433.14","398049.34"
"63","F3","33","268296.12","397695.0"
"63","F3","34","328967.9","397397.16"
"63","F3","35","399867.84","396850.94"
"63","F3","36","479102.2","396295.66"
"63","F3","37","562531.1","396099.88"
"63","F3","38","646266.25","395951.34"
"63","F3","39","725591.75","395553.25"
"63","F3","40","797427.25","395301.7"
"63","F3","41","850611.94","395258.16"
"73","G1","1","66476.97","274491.84"
"73","G1","2","77132.89","383803.75"
"73","G1","3","77060.55","383554.4"
"73","G1","4","77074.88","382688.25"
"73","G1","5","77304.1","382076.25"
"73","G1","6","77420.1","381424.03"
"73","G1","7","77373.29","380507.72"
"73","G1","8","77390.59","379927.9"
"73","G1","9","77669.39","379474.47"
"73","G1","10","77734.61","379024.4"
"73","G1","11","77929.234","378617.88"
"73","G1","12","77982.52","378141.1"
"73","G1","13","78243.53","377486.94"
"73","G1","14","78209.84","376980.22"
"73","G1","15","78106.38","376560.62"
"73","G1","16","78147.46","376114.8"
"73","G1","17","78574.52","375438.97"
"73","G1","18","78608.26","374982.2"
"73","G1","19","78475.97","374621.44"
"73","G1","20","78357.91","374193.8"
"73","G1","21","78422.234","373598.66"
"73","G1","22","79074.67","373159.75"
"73","G1","23","79112.414","372703.72"
"73","G1","24","79139.336","372387.28"
"73","G1","25","79736.2","372203.2"
"73","G1","26","80727.4","371722.94"
"73","G1","27","82657.41","371251.25"
"73","G1","28","86016.31","370870.25"
"73","G1","29","92135.49","370368.78"
"73","G1","30","104193.305","369997.47"
"73","G1","31","125993.3","369557.75"
"73","G1","32","163970.23","369236.3"
"73","G1","33","226118.03","368844.25"
"73","G1","34","315956.78","368357.22"
"73","G1","35","429279.38","367842.16"
"73","G1","36","553527.2","367331.06"
"73","G1","37","672115.7","366689.62"
"73","G1","38","776010.7","366296.6"
"73","G1","39","861272.5","365806.88"
"73","G1","40","928458.1","365412.7"
"73","G1","41","974190.75","365335.5"
"85","H1","1","57279.984","253498.81"
"85","H1","2","92759.77","373360.78"
"85","H1","3","93215.27","373274.97"
"85","H1","4","93842.52","372892.1"
"85","H1","5","94656.01","372322.03"
"85","H1","6","95221.06","371777.44"
"85","H1","7","95742.96","370849.3"
"85","H1","8","95915.19","370138.78"
"85","H1","9","96070.09","369563.2"
"85","H1","10","95938.2","369006.22"
"85","H1","11","95927.64","368604.7"
"85","H1","12","96299.71","367984.4"
"85","H1","13","96371.375","367358.28"
"85","H1","14","96622.695","366717.47"
"85","H1","15","96875.8","365971.9"
"85","H1","16","97077.984","365494.6"
"85","H1","17","96476.07","363040.16"
"85","H1","18","94521.38","352697.9"
"85","H1","19","93961.8","349995.56"
"85","H1","20","94042.48","350164.7"
"85","H1","21","94244.92","350106.2"
"85","H1","22","94669.65","349941.75"
"85","H1","23","95353.79","349742.12"
"85","H1","24","95508.65","349246.16"
"85","H1","25","95444.375","348881.34"
"85","H1","26","95758.016","348507.66"
"85","H1","27","96073.086","348255.47"
"85","H1","28","96371.55","348068.22"
"85","H1","29","96474.57","347577.28"
"85","H1","30","97316.48","347330.7"
"85","H1","31","98258.3","347303.72"
"85","H1","32","100259.3","347069.2"
"85","H1","33","104684.37","346779.78"
"85","H1","34","112218.375","346303.6"
"85","H1","35","125887.414","345926.38"
"85","H1","36","150768.72","345594.44"
"85","H1","37","193935.16","345115.28"
"85","H1","38","261079.08","344841.44"
"85","H1","39","354157.72","344411.22"
"85","H1","40","465260.75","344089.22"
"85","H1","41","564589.25","344028.5"
"86","H2","1","64426.066","263851.47"
"86","H2","2","75520.266","374126.97"
"86","H2","3","75568.82","373955.4"
"86","H2","4","76100.84","373862.1"
"86","H2","5","76234.984","373942.34"
"86","H2","6","76186.48","373756.88"
"86","H2","7","76284.96","372656.7"
"86","H2","8","76461.586","371640.25"
"86","H2","9","76481.92","371114.2"
"86","H2","10","76740.44","370689.66"
"86","H2","11","76978.19","369967.2"
"86","H2","12","77060.336","369473.62"
"86","H2","13","76941.65","369083.56"
"86","H2","14","76877.41","368706.03"
"86","H2","15","77136.59","368310.0"
"86","H2","16","77305.91","367863.62"
"86","H2","17","77260.89","367332.44"
"86","H2","18","77396.29","366936.44"
"86","H2","19","77572.45","366520.4"
"86","H2","20","77716.28","365818.3"
"86","H2","21","77698.12","365402.88"
"86","H2","22","77956.07","365098.56"
"86","H2","23","78104.35","364745.62"
"86","H2","24","78238.79","364370.16"
"86","H2","25","78112.34","363841.12"
"86","H2","26","78007.86","363467.6"
"86","H2","27","78145.18","363085.94"
"86","H2","28","78279.89","362682.9"
"86","H2","29","78656.77","361966.3"
"86","H2","30","78762.47","361549.5"
"86","H2","31","78779.86","361110.78"
"86","H2","32","78815.51","360864.06"
"86","H2","33","78831.59","360685.34"
"86","H2","34","78754.01","360477.16"
"86","H2","35","79018.45","360148.34"
"86","H2","36","79243.625","359385.38"
"86","H2","37","79188.13","359140.2"
"86","H2","38","79338.17","359052.28"
"86","H2","39","79297.484","358746.16"
"86","H2","40","79456.24","358545.66"
"86","H2","41","79432.555","358510.16"
"87","H3","1","59995.01","251409.48"
"87","H3","2","76161.734","381069.78"
"87","H3","3","76136.15","380076.38"
"87","H3","4","74912.71","370877.47"
"87","H3","5","74043.82","367609.38"
"87","H3","6","73964.06","367033.16"
"87","H3","7","74273.79","366818.75"
"87","H3","8","74449.016","366632.3"
"87","H3","9","74520.89","366210.34"
"87","H3","10","74925.79","365628.47"
"87","H3","11","75093.695","365179.7"
"87","H3","12","75250.73","364782.84"
"87","H3","13","75194.016","364333.88"
"87","H3","14","75222.18","363792.3"
"87","H3","15","75540.766","363076.3"
"87","H3","16","75731.96","362619.56"
"87","H3","17","75527.77","362211.6"
"87","H3","18","75442.516","361839.1"
"87","H3","19","75731.13","361401.47"
"87","H3","20","75881.664","360888.56"
"87","H3","21","75813.66","360594.97"
"87","H3","22","75709.82","360516.4"
"87","H3","23","75792.48","360174.3"
"87","H3","24","75860.19","359883.3"
"87","H3","25","75912.33","359710.2"
"87","H3","26","76140.914","359370.88"
"87","H3","27","76133.445","358773.97"
"87","H3","28","76213.625","358411.16"
"87","H3","29","76344.26","358107.75"
"87","H3","30","76488.37","357580.4"
"87","H3","31","76820.87","356977.38"
"87","H3","32","77185.03","356754.38"
"87","H3","33","77302.06","356745.9"
"87","H3","34","77688.93","356429.34"
"87","H3","35","78583.34","356091.53"
"87","H3","36","80140.4","355853.66"
"87","H3","37","83260.31","355618.06"
"87","H3","38","88548.54","355142.38"
"87","H3","39","98942.43","354740.22"
"87","H3","40","118085.59","354491.66"
"87","H3","41","143100.83","354443.6"
