19	19	19	19	19	20	20	20	20	20	21	21	21	21	21	22	22	22	22	22
1	2	3	3	3	1	2	3	3	3	1	2	3	3	3	1	2	3	3	3
1	1	1	2	3	1	1	1	2	3	1	1	1	2	3	1	1	1	2	3
222.817808	185.3997334	143.617104	223.4891351	202.5716108	181.1498215	134.338199	246.5666009	150.8499191	197.6556	181.1498215	131.0500666	234.7444491	258.9841375	158.4469918	1592.625898	134.338199	162.3878219	179.1559722	272.0270435
240.805772	190.0515347	170.5659641	183.6118677	192.8588909	260.2458949	141.1640381	252.6991066	179.1559722	202.5716108	253.5974541	131.0500666	192.8588909	223.4891351	188.1785885	459.8771718	134.338199	117.9914392	143.617104	188.1785885
167.6181007	167.903598	166.4266667	183.6118677	188.1785885	267.0686346	144.7059367	154.6017979	158.4469918	207.6098907	253.5974541	85.9960612	300.1165288	202.5716108	123.9336999	303.9610093	131.0500666	130.1752234	150.8499191	272.0270435
217.1255338	155.8738189	143.617104	183.6118677	162.3878219	176.5220296	124.7132781	246.5666009	166.4266667	192.8588909	176.5220296	112.9441112	212.7734807	136.7310813	170.5659641	677.995525	118.6828983	127.0161292	166.4266667	347.7816509
228.6593138	172.1164097	162.3878219	162.3878219	192.8588909	195.773951	141.1640381	183.6118677	154.6017979	212.7734807	260.2458949	102.2855983	223.4891351	229.0476673	174.8082124	393.7384811	104.8520112	174.8082124	197.6556	292.8332965
195.773951	199.708216	162.3878219	188.1785885	174.8082124	195.773951	137.7088328	285.7268137	174.8082124	192.8588909	75.14705509	121.6607303	272.0270435	197.6556	136.7310813	791.8826315	107.4828172	154.6017979	192.8588909	246.5666009
195.773951	148.3367038	150.8499191	174.8082124	179.1559722	228.6593138	152.0585693	212.7734807	202.5716108	197.6556	195.773951	97.33968541	258.9841375	212.7734807	223.4891351	1052.66407	124.7132781	170.5659641	130.1752234	315.2309359
222.817808	141.1640381	197.6556	183.6118677	166.4266667	181.1498215	134.338199	278.7927911	150.8499191	179.1559722	200.9064612	131.0500666	229.0476673	170.5659641	223.4891351	510.0324935	141.1640381	143.617104	154.6017979	258.9841375
234.6539635	155.8738189	218.0654975	147.1890911	212.7734807	159.163294	137.7088328	246.5666009	150.8499191	183.6118677	253.5974541	97.33968541	179.1559722	162.3878219	246.5666009	695.770203	127.8424163	150.8499191	179.1559722	331.1065316
267.0686346	131.0500666	150.8499191	212.7734807	207.6098907	234.6539635	118.6828983	265.4254872	166.4266667	174.8082124	228.6593138	112.9441112	188.1785885	223.4891351	202.5716108	1860.149132	110.1796318	130.1752234	174.8082124	265.4254872
267.0686346	180.861792	197.6556	140.131802	234.7444491	185.898938	152.0585693	234.7444491	229.0476673	150.8499191	200.9064612	134.338199	136.7310813	207.6098907	183.6118677	1551.939458	104.8520112	99.34918076	123.9336999	315.2309359
247.1188595	148.3367038	202.5716108	183.6118677	240.582919	172.0124627	121.6607303	212.7734807	212.7734807	158.4469918	228.6593138	141.1640381	115.1280212	252.6991066	192.8588909	1137.645085	137.7088328	123.9336999	150.8499191	252.6991066
247.1188595	141.1640381	154.6017979	158.4469918	240.582919	200.9064612	137.7088328	202.5716108	166.4266667	140.131802	211.5786787	107.4828172	127.0161292	179.1559722	339.3416806	510.0324935	144.7059367	117.9914392	202.5716108	307.5809069
240.805772	194.8200527	223.4891351	123.9336999	207.6098907	163.3360005	118.6828983	234.7444491	218.0654975	192.8588909	155.0971867	121.6607303	150.8499191	170.5659641	218.0654975	328.4996211	121.6607303	123.9336999	162.3878219	339.3416806
247.1188595	118.6828983	207.6098907	154.6017979	188.1785885	206.1735279	127.8424163	207.6098907	174.8082124	143.617104	234.6539635	115.7779533	166.4266667	202.5716108	223.4891351	565.6578764	137.7088328	179.1559722	174.8082124	265.4254872
200.9064612	167.903598	170.5659641	158.4469918	218.0654975	190.7725598	141.1640381	285.7268137	183.6118677	162.3878219	200.9064612	118.6828983	229.0476673	183.6118677	188.1785885	751.9393642	110.1796318	123.9336999	202.5716108	347.7816509
240.805772	163.7939012	229.0476673	174.8082124	258.9841375	234.6539635	131.0500666	192.8588909	223.4891351	183.6118677	253.5974541	77.88063026	188.1785885	147.1890911	234.7444491	537.1255879	163.7939012	147.1890911	229.0476673	192.8588909
185.898938	204.7190266	150.8499191	170.5659641	96.93817336	167.6181007	137.7088328	252.6991066	120.926075	174.8082124	303.9610093	107.4828172	246.5666009	212.7734807	197.6556	1052.66407	124.7132781	154.6017979	218.0654975	223.4891351
253.5974541	141.1640381	170.5659641	197.6556	229.0476673	217.1255338	144.7059367	246.5666009	170.5659641	183.6118677	167.6181007	127.8424163	265.4254872	133.4128894	212.7734807	459.8771718	107.4828172	197.6556	258.9841375	174.8082124
281.2554086	137.7088328	234.7444491	212.7734807	174.8082124	206.1735279	137.7088328	188.1785885	218.0654975	166.4266667	228.6593138	110.1796318	202.5716108	166.4266667	212.7734807	677.995525	124.7132781	120.926075	234.7444491	218.0654975
