19	19	19	20	20	20	21	21	21	22	22	22
1	2	3	1	2	3	1	2	3	1	2	3
143.617104	223.4891351	202.5716108	246.5666009	150.8499191	197.6556	234.7444491	258.9841375	158.4469918	162.3878219	179.1559722	272.0270435
170.5659641	183.6118677	192.8588909	252.6991066	179.1559722	202.5716108	192.8588909	223.4891351	188.1785885	117.9914392	143.617104	188.1785885
166.4266667	183.6118677	188.1785885	154.6017979	158.4469918	207.6098907	300.1165288	202.5716108	123.9336999	130.1752234	150.8499191	272.0270435
143.617104	183.6118677	162.3878219	246.5666009	166.4266667	192.8588909	212.7734807	136.7310813	170.5659641	127.0161292	166.4266667	347.7816509
162.3878219	162.3878219	192.8588909	183.6118677	154.6017979	212.7734807	223.4891351	229.0476673	174.8082124	174.8082124	197.6556	292.8332965
162.3878219	188.1785885	174.8082124	285.7268137	174.8082124	192.8588909	272.0270435	197.6556	136.7310813	154.6017979	192.8588909	246.5666009
150.8499191	174.8082124	179.1559722	212.7734807	202.5716108	197.6556	258.9841375	212.7734807	223.4891351	170.5659641	130.1752234	315.2309359
197.6556	183.6118677	166.4266667	278.7927911	150.8499191	179.1559722	229.0476673	170.5659641	223.4891351	143.617104	154.6017979	258.9841375
218.0654975	147.1890911	212.7734807	246.5666009	150.8499191	183.6118677	179.1559722	162.3878219	246.5666009	150.8499191	179.1559722	331.1065316
150.8499191	212.7734807	207.6098907	265.4254872	166.4266667	174.8082124	188.1785885	223.4891351	202.5716108	130.1752234	174.8082124	265.4254872
197.6556	140.131802	234.7444491	234.7444491	229.0476673	150.8499191	136.7310813	207.6098907	183.6118677	99.34918076	123.9336999	315.2309359
202.5716108	183.6118677	240.582919	212.7734807	212.7734807	158.4469918	115.1280212	252.6991066	192.8588909	123.9336999	150.8499191	252.6991066
154.6017979	158.4469918	240.582919	202.5716108	166.4266667	140.131802	127.0161292	179.1559722	339.3416806	117.9914392	202.5716108	307.5809069
223.4891351	123.9336999	207.6098907	234.7444491	218.0654975	192.8588909	150.8499191	170.5659641	218.0654975	123.9336999	162.3878219	339.3416806
207.6098907	154.6017979	188.1785885	207.6098907	174.8082124	143.617104	166.4266667	202.5716108	223.4891351	179.1559722	174.8082124	265.4254872
170.5659641	158.4469918	218.0654975	285.7268137	183.6118677	162.3878219	229.0476673	183.6118677	188.1785885	123.9336999	202.5716108	347.7816509
229.0476673	174.8082124	258.9841375	192.8588909	223.4891351	183.6118677	188.1785885	147.1890911	234.7444491	147.1890911	229.0476673	192.8588909
150.8499191	170.5659641	96.93817336	252.6991066	120.926075	174.8082124	246.5666009	212.7734807	197.6556	154.6017979	218.0654975	223.4891351
170.5659641	197.6556	229.0476673	246.5666009	170.5659641	183.6118677	265.4254872	133.4128894	212.7734807	197.6556	258.9841375	174.8082124
234.7444491	212.7734807	174.8082124	188.1785885	218.0654975	166.4266667	202.5716108	166.4266667	212.7734807	120.926075	234.7444491	218.0654975
207.6098907	170.5659641	229.0476673	202.5716108	331.1065316	130.1752234	265.4254872	136.7310813	223.4891351	123.9336999	403.0170452	188.1785885
188.1785885	202.5716108	166.4266667	166.4266667	212.7734807	136.7310813	258.9841375	150.8499191	183.6118677	154.6017979	258.9841375	285.7268137
207.6098907	158.4469918	188.1785885	202.5716108	202.5716108	218.0654975	170.5659641	147.1890911	154.6017979	123.9336999	170.5659641	246.5666009
162.3878219	174.8082124	265.4254872	192.8588909	179.1559722	143.617104	218.0654975	188.1785885	234.7444491	162.3878219	223.4891351	154.6017979
197.6556	174.8082124	197.6556	202.5716108	246.5666009	140.131802	240.582919	158.4469918	158.4469918	150.8499191	154.6017979	162.3878219
158.4469918	183.6118677	207.6098907	170.5659641	202.5716108	218.0654975	188.1785885	158.4469918	154.6017979	150.8499191	87.86521956	166.4266667
240.582919	197.6556	223.4891351	223.4891351	192.8588909	197.6556	229.0476673	240.582919	223.4891351	140.131802	170.5659641	174.8082124
179.1559722	183.6118677	202.5716108	278.7927911	252.6991066	120.926075	212.7734807	150.8499191	218.0654975	127.0161292	120.926075	133.4128894
202.5716108	272.0270435	158.4469918	202.5716108	229.0476673	218.0654975	240.582919	147.1890911	170.5659641	147.1890911	117.9914392	179.1559722
147.1890911	174.8082124	179.1559722	147.1890911	258.9841375	212.7734807	234.7444491	133.4128894	212.7734807	106.9479995	174.8082124	166.4266667
154.6017979	154.6017979	166.4266667	162.3878219	174.8082124	252.6991066	234.7444491	174.8082124	154.6017979	120.926075	188.1785885	202.5716108
166.4266667	188.1785885	183.6118677	166.4266667	183.6118677	229.0476673	323.0712334	188.1785885	174.8082124	117.9914392	179.1559722	179.1559722
188.1785885	188.1785885	154.6017979	229.0476673	265.4254872	258.9841375	307.5809069	174.8082124	174.8082124	183.6118677	130.1752234	123.9336999
188.1785885	170.5659641	147.1890911	202.5716108	170.5659641	278.7927911	252.6991066	192.8588909	265.4254872	136.7310813	323.0712334	179.1559722
197.6556	158.4469918	179.1559722	207.6098907	150.8499191	229.0476673	285.7268137	166.4266667	188.1785885	136.7310813	140.131802	192.8588909
166.4266667	136.7310813	150.8499191	207.6098907	174.8082124	258.9841375	223.4891351	147.1890911	174.8082124	106.9479995	123.9336999	150.8499191
183.6118677	234.7444491	179.1559722	174.8082124	174.8082124	223.4891351	202.5716108	192.8588909	197.6556	120.926075	170.5659641	162.3878219
154.6017979	154.6017979	202.5716108	202.5716108	202.5716108	218.0654975	174.8082124	234.7444491	188.1785885	162.3878219	166.4266667	166.4266667
143.617104	285.7268137	197.6556	154.6017979	140.131802	192.8588909	143.617104	166.4266667	166.4266667	123.9336999	127.0161292	133.4128894
133.4128894	202.5716108	192.8588909	188.1785885	188.1785885	147.1890911	158.4469918	192.8588909	127.0161292	188.1785885	158.4469918	170.5659641
188.1785885	188.1785885	223.4891351	150.8499191	174.8082124	99.34918076	202.5716108	202.5716108	246.5666009	123.9336999	162.3878219	150.8499191
183.6118677	246.5666009	174.8082124	147.1890911	223.4891351	136.7310813	234.7444491	207.6098907	174.8082124	158.4469918	170.5659641	240.582919
150.8499191	202.5716108	192.8588909	188.1785885	192.8588909	229.0476673	207.6098907	252.6991066	188.1785885	218.0654975	202.5716108	147.1890911
170.5659641	212.7734807	202.5716108	179.1559722	174.8082124	70.43554409	307.5809069	223.4891351	170.5659641	229.0476673	292.8332965	154.6017979
150.8499191	212.7734807	234.7444491	133.4128894	133.4128894	188.1785885	207.6098907	192.8588909	166.4266667	183.6118677	315.2309359	218.0654975
