Max 1 [volts]	Max 2 [volts]	Max 3 [volts]	Max 4 [volts]	Sum 1 [volts]	Sum 2 [volts]	Sum 3 [volts]	Sum 4 [volts]	Avg 1 [volts]	Avg 2 [volts]	Avg 3 [volts]	Avg 4 [volts]	Time inside [ms]	Time outside [ms]	Sort?
0.000000000000000	0.030822753906250	0.719909667968750	0.582885742187500	0.000000000000000	1.963500976562500	215.097656250000000	165.358886718750000	0.000000000000000	0.005187988281250	0.595703125000000	0.457763671875000	3.610000000000000	52.840000000000003	0.000000000000000
0.000000000000000	0.000305175781250	0.088806152343750	0.051269531250000	0.000000000000000	-0.000305175781250	2.896423339843750	1.522216796875000	0.000000000000000	-0.000305175781250	0.055541992187500	0.028991699218750	0.520000000000000	15.199999999999999	0.000000000000000
0.000000000000000	0.004882812500000	0.595092773437500	0.441284179687500	0.000000000000000	0.119323730468750	212.824096679687500	147.430419921875000	0.000000000000000	0.000000000000000	0.480346679687500	0.332641601562500	4.430000000000000	20.390000000000001	0.000000000000000
0.000000000000000	0.029296875000000	0.724182128906250	0.566711425781250	0.000000000000000	2.047424316406250	248.213500976562500	191.582946777343750	0.000000000000000	0.004882812500000	0.593566894531250	0.458068847656250	4.180000000000000	12.529999999999999	0.000000000000000
0.000000000000000	0.002746582031250	0.572814941406250	0.416870117187500	0.000000000000000	-0.025939941406250	179.396057128906250	127.925415039062500	0.000000000000000	-0.000305175781250	0.463256835937500	0.330505371093750	3.870000000000000	77.319999999999993	0.000000000000000
0.000000000000000	0.019531250000000	0.654296875000000	0.491333007812500	0.000000000000000	0.991210937500000	325.591430664062500	225.010986328125000	0.000000000000000	0.001220703125000	0.494689941406250	0.341796875000000	6.580000000000000	35.850000000000001	0.000000000000000
0.000000000000000	0.012207031250000	0.646057128906250	0.488586425781250	0.000000000000000	0.582275390625000	388.205261230468750	246.586914062500000	0.000000000000000	0.000610351562500	0.436096191406250	0.276794433593750	8.900000000000000	6.980000000000000	0.000000000000000
0.000000000000000	0.014953613281250	0.636291503906250	0.480041503906250	0.000000000000000	0.763854980468750	309.414978027343750	212.481384277343750	0.000000000000000	0.000915527343750	0.492553710937500	0.338134765625000	6.280000000000000	52.920000000000002	0.000000000000000
0.000000000000000	0.020446777343750	0.639648437500000	0.491333007812500	0.000000000000000	1.237792968750000	371.333923339843750	245.614013671875000	0.000000000000000	0.001220703125000	0.439758300781250	0.290832519531250	8.439999999999999	50.119999999999997	0.000000000000000
0.000000000000000	0.012817382812500	0.642395019531250	0.488281250000000	0.000000000000000	0.878295898437500	381.051025390625000	247.875976562500000	0.000000000000000	0.000915527343750	0.431823730468750	0.280761718750000	8.820000000000000	60.380000000000002	0.000000000000000
0.000000000000000	0.012207031250000	0.647583007812500	0.491027832031250	0.000000000000000	0.506286621093750	358.818664550781250	240.849914550781250	0.000000000000000	0.000610351562500	0.464782714843750	0.311889648437500	7.720000000000000	64.260000000000005	0.000000000000000
0.000000000000000	0.022583007812500	0.675659179687500	0.500793457031250	0.000000000000000	1.420593261718750	386.080932617187500	245.809936523437500	0.000000000000000	0.001525878906250	0.477600097656250	0.303955078125000	8.080000000000000	47.350000000000001	0.000000000000000
0.000000000000000	0.011901855468750	0.709228515625000	0.497131347656250	0.000000000000000	0.534973144531250	212.070007324218750	145.591125488281250	0.000000000000000	0.001220703125000	0.559387207031250	0.383911132812500	3.790000000000000	41.750000000000000	0.000000000000000
0.000000000000000	0.017089843750000	0.573425292968750	0.389099121093750	0.000000000000000	0.681762695312500	159.700012207031250	94.163513183593750	0.000000000000000	0.001525878906250	0.422363281250000	0.249023437500000	3.780000000000000	0.450000000000000	0.000000000000000
0.000000000000000	0.007934570312500	0.700988769531250	0.477905273437500	0.000000000000000	0.461425781250000	348.857421875000000	214.574890136718750	0.000000000000000	0.000610351562500	0.545043945312500	0.335083007812500	6.400000000000000	35.490000000000002	0.000000000000000
0.000000000000000	0.015563964843750	0.698852539062500	0.477294921875000	0.000000000000000	0.979919433593750	450.740966796875000	249.190368652343750	0.000000000000000	0.000915527343750	0.484008789062500	0.267639160156250	9.310000000000000	6.480000000000000	0.000000000000000
0.000000000000000	0.004272460937500	0.610351562500000	0.396118164062500	0.000000000000000	0.054321289062500	250.320434570312500	147.080383300781250	0.000000000000000	0.000000000000000	0.484008789062500	0.284423828125000	5.170000000000000	4.460000000000000	0.000000000000000
0.000000000000000	0.005798339843750	0.594787597656250	0.421142578125000	0.000000000000000	0.186462402343750	207.527160644531250	138.942871093750000	0.000000000000000	0.000305175781250	0.479125976562500	0.320739746093750	4.330000000000000	5.530000000000000	0.000000000000000
0.000000000000000	0.002441406250000	0.635986328125000	0.469360351562500	0.000000000000000	0.000610351562500	276.817932128906250	186.094055175781250	0.000000000000000	0.000000000000000	0.494995117187500	0.332641601562500	5.590000000000000	29.059999999999999	0.000000000000000
0.000000000000000	0.017395019531250	0.647583007812500	0.475769042968750	0.000000000000000	0.946960449218750	321.481323242187500	217.929992675781250	0.000000000000000	0.001220703125000	0.494384765625000	0.335083007812500	6.500000000000000	111.959999999999994	0.000000000000000
0.000000000000000	0.007934570312500	0.654907226562500	0.478210449218750	0.000000000000000	0.361633300781250	253.887634277343750	177.144470214843750	0.000000000000000	0.000610351562500	0.525512695312500	0.366516113281250	4.830000000000000	8.710000000000001	0.000000000000000
0.000000000000000	0.010986328125000	0.670166015625000	0.481262207031250	0.000000000000000	0.474853515625000	337.441406250000000	219.237365722656250	0.000000000000000	0.000610351562500	0.505676269531250	0.328674316406250	6.670000000000000	6.070000000000000	0.000000000000000
0.000000000000000	0.011596679687500	0.709228515625000	0.494689941406250	0.000000000000000	0.535888671875000	377.820739746093750	234.228210449218750	0.000000000000000	0.000610351562500	0.515441894531250	0.319519042968750	7.330000000000000	68.349999999999994	0.000000000000000
